14780597,14780601,1
12916987,12916992,1
12906616,12906626,1
13537275,13537285,1
14783550,14783551,1
12201221,12201227,1
12373681,12373683,1
15357299,15357311,1
12457726,12457730,1
12544323,12544327,1
12958132,12958137,1
15362476,15362480,1
13543381,13543386,1
12821401,12821407,1
12198490,12198494,1
14918853,14918858,1
14789635,14789640,1
15109076,15109079,1
12704117,12704120,1
13523975,13523978,1
14460868,14460873,1
13511776,13511779,1
14345400,14345406,1
12732983,12732987,1
12512195,12512199,1
12743251,12743252,1
14322659,14322664,1
15195641,15195644,1
14875572,14875573,1
14492772,14492778,1
14794736,14794738,1
15181912,15181917,1
15029556,15029562,1
12961182,12961186,1
14245816,14245821,1
13971198,13971199,1
15195340,15195342,1
14996156,14996167,1
13409656,13409657,1
14661332,14661337,1
14864057,14864062,1
12953637,12953648,1
13467813,13467819,1
12626892,12626896,1
14123809,14123810,1
14708817,14708820,1
12341411,12341417,1
12233176,12233182,1
15049596,15049597,1
14887029,14887032,1
14993338,14993340,1
14914789,14914794,1
12310051,12310056,1
14522857,14522863,1
14712021,14712026,1
14743485,14743488,1
13319423,13319424,1
14654572,14654573,1
14300699,14300700,1
14805411,14805417,1
13383108,13383110,1
12261772,12261773,1
13967777,13967779,1
12199957,12199959,1
12574247,12574250,1
12474225,12474228,1
12703722,12748319,1
12703719,12703722,1
13670714,13670720,1
15115081,15115085,1
12769222,12769228,1
13478728,13478732,1
14091082,14091083,1
12355190,12355192,1
12486091,12486097,1
13773642,13773648,1
13912895,13912898,1
12218661,12218662,1
13450574,13450577,1
13944846,13944852,1
12599793,12599798,1
13728657,13728660,1
12851612,12851614,1
13383044,13383047,1
14755923,15368480,1
14755920,14755923,1
15357783,15357789,1
14499082,14499087,1
12946895,12946900,1
14447094,14447098,1
13864279,13864280,1
14037141,14037143,1
15082371,15082375,1
12807909,12807915,1
13965743,13965748,1
14616263,14616268,1
12639110,12639112,1
14923627,14923628,1
14747905,14747911,1
15283735,15283738,1
14132493,14132494,1
14943360,14943364,1
14724245,14724254,1
13272402,13272405,1
14549663,14549669,1
13463690,13463692,1
12655318,12655321,1
13405323,13405328,1
13218213,13218216,1
14135678,14135683,1
13611222,13611226,1
12788790,12788791,1
14082691,14082693,1
13504926,13504928,1
14720408,14720414,1
15084990,15084993,1
12974959,12974963,1
13350977,13350979,1
13444568,13444570,1
13897996,13898001,1
15369549,15369555,1
12669745,12669750,1
14083442,14083448,1
15216905,15216908,1
13196105,13196111,1
12360789,12360791,1
14064422,14064423,1
14493995,14493999,1
12318426,12318430,1
14679871,14679872,1
13477910,13477912,1
12222888,12222891,1
13846706,13846710,1
12215598,12215602,1
15058442,15058446,1
13649864,13649870,1
12735064,12735068,1
15013754,15013759,1
13434557,13434559,1
13587221,13587222,1
12944148,12944153,1
12298629,12298630,1
14508734,14508739,1
12960356,12960362,1
13653779,13653780,1
15296284,15296287,1
12716023,12716027,1
14982338,14982348,1
13341397,13341401,1
15310356,15310360,1
15038661,15038667,1
14201124,14201128,1
12872469,12872473,1
13060325,13060326,1
13112745,13112747,1
13333938,13333941,1
12970739,12970745,1
14577610,14577612,1
14942921,14942925,1
